,put_oi_total,put_cog,put_disp,put_otm_share,put_far_share,put_wall,put_front_share,put_churn,put_oi_growth,put_cog_chg,put_far_chg
2009-01-17,278880.0,-0.06963462286883738,0.09396800745968369,0.8299878083763625,0.6436854561101549,-0.08385057602895041,0.7648845381526105,0.342509323006311,0.018843964756889875,-0.0033249636877669964,0.006756116823266156
2009-01-19,284152.0,-0.06985891337966114,0.09350189594578187,0.8350002815394577,0.6413926349277851,-0.08398904450897238,0.7517912947999662,0.26870829696782006,0.018727724482634045,-0.00022429051082376028,-0.002292821182369842
2009-01-20,293005.0,-0.04837507485681867,0.09473263936242211,0.7920206139826965,0.5638094913056091,-0.05718413900877051,0.7154007610791625,0.4810293339704101,0.030680367463537195,0.021483838522842476,-0.077583143622176
2009-01-21,323382.0,-0.05769422126045005,0.0946792852371491,0.8269198656697033,0.6083146248090494,-0.058373764409824,0.6435886969590144,0.4762757358170832,0.09864461324903928,-0.009319146403631379,0.04450513350344032
2009-02-02,132603.0,-0.07292678276634111,0.1219438760303395,0.864226299555817,0.7418384199452501,-0.15492560997938953,0.8102833269232219,0.5295279895628304,-0.8914745850366987,-0.015232561505891064,0.13352379513620072
2009-02-03,173216.0,-0.09710616440263822,0.10633851672465013,0.9080512192869019,0.8093594125254018,-0.17673075207932665,0.8397376685756512,0.7189924718270829,0.26717966868434573,-0.024179381636297112,0.06752099258015165
2009-02-04,192369.0,-0.09652611566171793,0.10257446033481198,0.9046571952861427,0.7857658978317712,-0.17994883791916583,0.8480628375673835,0.5632768273474417,0.10487603197426587,0.000580048740920297,-0.02359351469363058
2009-02-05,215593.0,-0.08915806467821816,0.09873434228971636,0.9083319031693979,0.7844967137151948,-0.17492694665673525,0.8489839651565682,0.598781036490053,0.11397696838645821,0.007368050983499769,-0.001269184116576394
2009-02-06,239432.0,-0.10453892869353752,0.09434933918211943,0.9445103411406996,0.8280931537973203,-0.19485602460162144,0.8308997961843029,0.6910103912593137,0.10487708071796398,-0.015380864015319365,0.04359644008212549
2009-02-09,273420.0,-0.10318641355174853,0.09114534159378666,0.9349462365591398,0.7877697315485334,-0.1100411828442639,0.8053946309706679,0.4483944115280521,0.1327396228105897,0.0013525151417889958,-0.04032342224878693
2009-02-10,294038.0,-0.10682457382049154,0.08934567041631224,0.9637835925968752,0.7561437637312184,-0.11623693687722325,0.7977302253450235,0.34476496235180487,0.07269993618323412,-0.0036381602687430153,-0.03162596781731497
2009-02-11,318680.0,-0.11429471963297369,0.08749387491201724,0.9597903853395255,0.8276578385841596,-0.12586457456921507,0.7844295217773315,0.5786086356219405,0.08047845382508534,-0.0074701458124821485,0.07151407485294126
2009-02-12,326792.0,-0.09295815568897045,0.0889723077616254,0.9235874807216823,0.7365265979583343,-0.10442815498766356,0.7721149844549439,0.6101036745085558,0.025136418369886115,0.02133656394400324,-0.09113124062582534
2009-02-13,341117.0,-0.1148932342386275,0.08730706337383441,0.953488099391118,0.8011444753559629,-0.12901469787697328,0.7633216755541354,0.47546736163838216,0.04290164405760244,-0.021935078549657053,0.06461787739762859
2009-02-16,361963.0,-0.11223450992099544,0.08702796079318405,0.9469531416194473,0.7817042073361089,-0.12877946358951575,0.745697764688656,0.3968692932703066,0.059316469717574094,0.0026587243176320607,-0.01944026801985399
2009-02-17,381622.0,-0.09581711689147371,0.08720293338367317,0.9107965473688624,0.7009658772293001,-0.10948443601423041,0.7043881117964897,0.47401093228377816,0.05288859324670625,0.016417393029521735,-0.08073833010680875
2009-02-18,414303.0,-0.09729067741125769,0.08640464474187814,0.9126750228697355,0.6917859634132507,-0.11078901913359729,0.6601448698175008,0.3989761116863745,0.08216700028282098,-0.0014735605197839785,-0.009179913816049434
2009-02-19,171242.0,-0.11024686683958282,0.1079661440536597,0.9451361231473587,0.8259247147311991,-0.20509972686343392,0.0,0.6879095081814041,-0.8835198294640829,-0.012956189428325132,0.1341387513179484
2009-02-20,199151.0,-0.09405144781720669,0.10441940194115436,0.9365757641186838,0.7674076454549563,-0.1886300017579683,0.0,0.6069213812634634,0.1509855702330718,0.01619541902237613,-0.058517069276242784
2009-02-23,218390.0,-0.10230599376736838,0.10051865917055713,0.9376574018956912,0.7684600943266633,-0.19603017566740655,0.0,0.4700169421676817,0.0922191243209376,-0.008254545950161687,0.001052448871706968
2009-02-24,233853.0,-0.09592909217363729,0.09924574419050979,0.9409073221211616,0.7894018892210064,-0.18739193441350022,0.0,0.41382834515700034,0.06841025754929575,0.0063769015937310825,0.020941794894343113
2009-02-25,252075.0,-0.10533066321141246,0.09585620500826204,0.939541803034811,0.7791450957056432,-0.19888556080236053,0.0,0.4878270356044828,0.07503394945330122,-0.00940157103777517,-0.010256793515363238
2009-02-26,260843.0,-0.1086958843747717,0.09445901394635546,0.9572386454687303,0.7737604612736397,-0.20328600262030383,0.0,0.3967635704235881,0.034192031483064156,-0.0033652211633592444,-0.005384634432003432
2009-02-27,274595.0,-0.11425288700599578,0.09223553221387712,0.9583495693657933,0.8394981700322293,-0.12225842906202333,0.0,0.3113494419053515,0.05137859110276821,-0.005557002631224078,0.06573770875858953
2009-03-02,294321.0,-0.09002148555597783,0.09219537411735342,0.9368308751329331,0.7903717369810513,-0.09621472130651199,0.8742155673567296,0.5356566469942682,0.06937372358804517,0.024231401450017953,-0.04912643305117792
2009-03-03,310260.0,-0.09428041470974954,0.08963443104685781,0.94227744472378,0.81327918519951,-0.09815256553048923,0.8708760394507832,0.512692580416425,0.0527396471830297,-0.004258929153771712,0.022907448218458693
2009-03-04,331942.0,-0.11060136696077484,0.08695293303902878,0.9602129287646637,0.8490639931072296,-0.11921821809037703,0.8674738357905899,0.4978279337956631,0.06754959922350956,-0.016320952251025297,0.03578480790771954
2009-03-05,352047.0,-0.12284988140920328,0.08590618628808776,0.9760600147139444,0.9096200223265644,-0.1374105063400327,0.8707842986873912,0.45742187832874587,0.058804434552309104,-0.012248514448428435,0.060556029219334784
2009-03-06,372130.0,-0.12083706517040696,0.08556708756072756,0.9762126138714965,0.8909305887727407,-0.0545015396582883,0.8735200064493591,0.4397119286270927,0.05547856617898361,0.0020128162387963167,-0.018689433553823687
2009-03-09,386815.0,-0.11407852036457142,0.08564528878635916,0.9753344622106175,0.7538797616431627,-0.04931464228302762,0.8646226232178174,0.3675503793803239,0.03870328696736358,0.006758544805835542,-0.13705082712957795
2009-03-10,390101.0,-0.11908374293637625,0.08581208326059309,0.9699462446904776,0.8576881371747317,-0.058021588432505156,0.8584315343975022,0.3507988956706084,0.008459137396243932,-0.005005222571804829,0.10380837553156896
2009-03-11,411026.0,-0.12782718961691641,0.08707271511941637,0.9700554222847216,0.8736965544758726,-0.07562248422255646,0.8485375621006943,0.4106869151829811,0.05225079288141998,-0.008743446680540168,0.016008417301140887
2009-03-12,432069.0,-0.12267266115207681,0.0874550694707035,0.964429292543552,0.849116692009841,-0.07459013807535775,0.8337256317856638,0.24942312454723667,0.049928824876081634,0.005154528464839603,-0.02457986246603161
2009-03-13,467976.0,-0.13741212273583545,0.08993675954999772,0.956006290920902,0.8571636152281313,-0.10156226071438057,0.8289527668085542,0.4908862847667402,0.07983171483929752,-0.014739461583758634,0.00804692321829037
2009-03-16,512209.0,-0.13912076961825545,0.09193807213911649,0.9671852700753013,0.8447723487873114,-0.11492319947217233,0.8184822992177021,0.37276189992756864,0.09031573232088341,-0.0017086468824200063,-0.012391266440819892
2009-03-17,566975.0,-0.14015246667490372,0.09330122325761857,0.9799232770404339,0.7821720534415098,-0.04788163581869287,0.8076405485250673,0.3901424225054015,0.10158246617264766,-0.0010316970566482675,-0.0626002953458017
2009-03-18,606532.0,-0.13518163336616104,0.09331320292519839,0.9728884873345511,0.7521334406098936,-0.04904171140793334,0.7787783661867799,0.28019956078162406,0.06744227769505962,0.004970833308742678,-0.03003861283161613
2009-03-19,174318.0,-0.12539492936226238,0.08464519060012214,0.9659013985933753,0.7813421448157964,-0.08656395144491691,0.0,0.6394290893654127,-1.246876271322261,0.009786704003898666,0.029208704205902825
2009-03-20,207648.0,-0.11101926447202219,0.0825559278851458,0.9286051394667899,0.7942479580829095,-0.0728834533882079,0.0,0.5756231699799661,0.17496312102103317,0.014375664890240183,0.012905813267113042
2009-03-23,232021.0,-0.13275697038114645,0.08073599449765279,0.9784760862163339,0.8559699337559962,-0.10229539165290846,0.0,0.6174527305718017,0.11098354637249308,-0.021737705909124258,0.06172197567308668
2009-03-24,262692.0,-0.14118731318983013,0.08238236554109665,0.9792951441231557,0.8624853440531116,-0.084350403839624,0.0,0.5499330013856532,0.124154358428342,-0.008430342808683683,0.006515410297115443
2009-03-25,299998.0,-0.1472109360796208,0.08288077773994877,0.9842365615770772,0.9011726744844966,-0.10219625241752361,0.0,0.5252968353122354,0.13279356472772008,-0.006023622889790664,0.03868733043138495
2009-03-26,325117.0,-0.1454909056542706,0.08489065511272915,0.9705244573492005,0.9043452049569847,-0.10889324541080025,0.0,0.6237200761571988,0.08040930957797343,0.001720030425350183,0.003172530472488111
2009-03-27,343432.0,-0.14090747235958337,0.08586491542272984,0.9681217824780451,0.8884495329497543,-0.0724766727883206,0.0,0.4194687740222227,0.054804012365730514,0.004583433294687245,-0.01589567200723041
2009-03-30,359673.0,-0.10898086965222094,0.08867131756026561,0.9365423593097063,0.7129642758839279,-0.0779957933558072,0.0,0.4979272839495875,0.04620615542109974,0.03192660270736243,-0.1754852570658264
2009-03-31,367492.0,-0.11066419338568978,0.08746968741915932,0.9394354162811708,0.7213327092834674,-0.07884333428007773,0.0,0.3886451949974421,0.021506264376350614,-0.0016833237334688417,0.008368433399539521
2009-04-01,392446.0,-0.12477868324700443,0.08533444284021612,0.9681688690928179,0.8185559287137594,-0.05916886977956326,0.8360207518996244,0.4713565688018224,0.0656973984312188,-0.014114489861314652,0.097223219430292
2009-04-02,420883.0,-0.14051298042825733,0.08557889683544237,0.9793933230850379,0.9044104893759073,-0.08655444683564184,0.8249109610034142,0.5408486443976117,0.06995593717991078,-0.015734297181252896,0.08585456066214792
2009-04-03,447371.0,-0.14310561098358984,0.08583055783250212,0.9879875986597254,0.8770081207767155,-0.0957803686684281,0.8199413909260994,0.3768617098560255,0.06103334268163785,-0.0025926305553325146,-0.027402368599191762
2009-04-06,464187.0,-0.140966172640105,0.0881179473504158,0.9773539543330597,0.8419990219458968,-0.10010762712779553,0.8224034710149143,0.3775051864873424,0.03689926027676549,0.002139438343484845,-0.03500909883081871
2009-04-07,462659.0,-0.14185877196888969,0.08935648685304735,0.9747524634774207,0.8150927573007334,-0.10343652778898493,0.8094168707406535,0.4362954141170927,-0.0032972066218412976,-0.0008925993287846878,-0.026906264645163436
2009-04-08,467822.0,-0.12048922594163203,0.09185565080872414,0.9385599651149369,0.7387040370055278,-0.08148344098347415,0.7979787184014433,0.45173591665206,0.011097600032828225,0.021369546027257658,-0.0763887202952056
2009-04-09,488127.0,-0.1483322812721514,0.09238375633617965,0.9793291499958002,0.8226219815744673,-0.1178234941247045,0.8019654721004984,0.584874428171357,0.0424877362077094,-0.027843055330519367,0.08391794456893953
2009-04-10,519695.0,-0.15724056295085012,0.09431899930248677,0.9744330809417062,0.8498542414300696,-0.13524133684771256,0.8018703277884144,0.4768008158631505,0.06266648313626355,-0.008908281678698726,0.027232259855602292
2009-04-13,564252.0,-0.15871924619784455,0.09612743278478121,0.9892494842729844,0.8504480267681815,-0.14641391413606852,0.8034583838426802,0.45420663107973036,0.0822588591865383,-0.0014786832469944333,0.0005937853381119407
2009-04-14,588837.0,-0.1613460699022216,0.09906523143233253,0.9782588390335526,0.8343650280128456,-0.1514896447796249,0.7890553752566499,0.3633025777931754,0.04264844489475195,-0.002626823704377057,-0.01608299875533592
2009-04-15,619257.0,-0.15440163336838014,0.10090691830078342,0.9708457070327828,0.815574147728649,-0.14896369308907453,0.7692718855014962,0.29176739221357206,0.050370967188099414,0.006944436533841469,-0.01879088028419662
2009-04-16,178915.0,-0.17546415264036097,0.10724228969391517,0.9665148254757846,0.8745214207864069,-0.13292436265772023,0.0,0.7642288237431183,-1.2416095395786648,-0.02106251927198083,0.05894727305775793
2009-04-17,226145.0,-0.13219488754706055,0.11112725101280481,0.8914015344137611,0.7552013088947357,-0.06174744326178294,0.0,0.9120033606756727,0.23426555373621127,0.043269265093300424,-0.11932011189167124
2009-04-20,253093.0,-0.1371742591370194,0.10758507756447831,0.9006570707210393,0.7723722110054407,-0.06601218335218606,0.0,0.6263942503348572,0.1125806236561715,-0.004979371589958842,0.017170902110705044
2009-04-21,282088.0,-0.14979983213829806,0.1033292636280195,0.9450774226482516,0.8247213635461275,-0.14986372315482166,0.0,0.5087774027962905,0.10846206888005838,-0.012625573001278673,0.05234915254068673
2009-04-22,314478.0,-0.14684016754300575,0.10130247045127953,0.9487817907770972,0.8265602045294106,-0.08258595235223254,0.0,0.37657324200739,0.10869504239234651,0.002959664595292316,0.0018388409832831298
2009-04-23,332786.0,-0.14612523865425442,0.10253101622340298,0.9455566039436755,0.8220207580847751,-0.08088861050782603,0.0,0.46348704572908717,0.05658551936603473,0.0007149288887513261,-0.004539446444635442
2009-04-24,349558.0,-0.14703910175377033,0.10278592647239912,0.9476538943465748,0.8156185811796611,-0.14977120343084327,0.0,0.4189433513179501,0.04916985851003908,-0.0009138630995159103,-0.006402176905114021
2009-04-27,354030.0,-0.12183952124643035,0.10574551063719795,0.9065248707736633,0.7624523345479197,-0.12358349181865191,0.0,0.578219359941248,0.012712156041221334,0.025199580507339975,-0.05316624663174141
2009-04-28,363577.0,-0.10586265229014591,0.10633801433758819,0.8286360248310537,0.7067773814075148,-0.10662118772926332,0.0,0.5427626059954288,0.026609448671157665,0.015976868956284446,-0.05567495314040494
2009-04-29,367330.0,-0.10872058162117204,0.10643217984200468,0.8625649960525957,0.7068276481637764,-0.10937895213089999,0.0,0.3214602673345493,0.010269522616489724,-0.0028579293310261322,5.026675626162991e-05
2009-04-30,376493.0,-0.1536405467992626,0.10735602468610037,0.9226200752736439,0.7997412966509337,-0.1656334427466012,0.0,0.7054526910194877,0.024638828176218652,-0.04491996517809055,0.09291364848715733
2009-05-04,407802.0,-0.18169584963596683,0.11140702441231431,0.956635818362833,0.888149150813385,-0.21016049538733728,0.8558001186850481,0.6174932933139121,0.07988230772357952,-0.028055302836704238,0.08840785416245123
2009-05-05,430892.0,-0.17776076140507188,0.11325473828201008,0.9533108064201703,0.8652957121506085,-0.216293570158967,0.8601087975641228,0.5419571493552909,0.055075716163706545,0.003935088230894945,-0.02285343866277645
2009-05-06,443610.0,-0.19678668123404616,0.11128321524554122,0.9894547012015058,0.927195058722752,-0.08629905431952123,0.8577060931899642,0.32177137575798564,0.02908831939658718,-0.01902591982897428,0.061899346572143465
2009-05-07,465800.0,-0.19328552537509136,0.11287363990285515,0.9850858737655647,0.9133018462859597,-0.08715675192115468,0.8551803349076857,0.3307599828252469,0.04881055939673473,0.003501155858954802,-0.013893212436792313
2009-05-08,486764.0,-0.18999329950380778,0.11392166936463025,0.9827698843792885,0.9007239647960819,-0.08868188466661708,0.8536929600381293,0.2434773319308741,0.04402304858669659,0.003292225871283583,-0.012577881489877818
2009-05-11,494898.0,-0.19413866069440264,0.1142120290881372,0.9937744747402495,0.9154532853234404,-0.09740503948852952,0.8535435584706343,0.2639230710166539,0.016572274692288502,-0.0041453611905948595,0.014729320527358536
2009-05-12,498566.0,-0.16794031955497013,0.11867243492200968,0.9644821347624989,0.8533373715816963,-0.06724393902884551,0.8493659816353302,0.3859007633894008,0.007384297100506032,0.026198341139432507,-0.06211591374174408
2009-05-13,505708.0,-0.17291684841632018,0.11919035826540467,0.9618910517531857,0.8450449666606026,-0.07480794554936365,0.8410327698988349,0.28395042198264614,0.014223449786998188,-0.004976528861350055,-0.008292404921093732
2009-05-14,508776.0,-0.1585899178738325,0.12065724085595082,0.9261364529773417,0.7926042108904509,-0.05722191581934488,0.8292411591741748,0.3657012123213359,0.006048413485331139,0.014326930542487681,-0.052440755770151726
2009-05-15,509350.0,-0.17244698926539775,0.12013088338194228,0.9620437812898792,0.8192578776872484,-0.07537112291553982,0.8005418670855011,0.3506488662020222,0.0011275619340143095,-0.013857071391565251,0.026653666796797593
2009-05-18,526178.0,-0.17970896710017817,0.11958121992456175,0.9785300791747279,0.8590305942095641,-0.05743704971715513,0.7769100950628874,0.3626757485109602,0.032504155498063625,-0.007261977834780414,0.03977271652231562
2009-05-19,552673.0,-0.18495252973316312,0.12144951492621528,0.9678200310129136,0.8760261492781446,-0.09850216134106815,0.7559370550035917,0.48429179641487824,0.0491269480171983,-0.005243562632984949,0.016995555068580526
2009-05-20,581496.0,-0.18422762818852062,0.12254563859787344,0.9877350833023787,0.850538954696163,-0.1049612000680229,0.738094501079973,0.4190484543315861,0.05083758662189908,0.0007249015446424978,-0.025487194581981565
2009-05-21,181698.0,-0.1866997839257298,0.13565060358541778,0.9830818170810905,0.8511541128686061,-0.1069847190201837,0.0,0.5656363856509152,-1.163258124986342,-0.0024721557372091862,0.0006151581724430644
2009-05-22,201729.0,-0.18374257204214742,0.132506278611691,0.9807910612752753,0.8812317515082115,-0.10943420871003029,0.0,0.410947360072176,0.10457924432617283,0.002957211883582389,0.030077638639605442
2009-05-25,218912.0,-0.17806869669273662,0.1307810472066357,0.9782195585440725,0.8286845855869025,-0.10905996917347494,0.0,0.46747094722993715,0.08174461006552036,0.005673875349410801,-0.052547165921309036
2009-05-26,231664.0,-0.16923892473720092,0.13161687688462323,0.9436856827128945,0.8254670557358934,-0.10221438821147633,0.0,0.43128841770840526,0.05661822346047707,0.008829771955535692,-0.0032175298510090933
2009-05-27,249260.0,-0.1849592000511411,0.12788119912523238,0.9817539918157747,0.887350557650646,-0.12922832213907964,0.0,0.5498154537430795,0.07320848235916522,-0.015720275313940185,0.06188350191475256
2009-06-01,266881.0,-0.1837698196152696,0.12705966361988122,0.9800547809697955,0.907662965891165,-0.1371996376238478,0.8954028199834383,0.362667256192835,0.06830633776752926,0.0011893804358715232,0.020312408240519053
2009-06-02,283832.0,-0.17518384039388368,0.12750119312017347,0.9772013021787537,0.8866054567490629,-0.1365763525531437,0.8918656106429155,0.41118337608162575,0.06157964766535606,0.008585979221385903,-0.021057509142102138
2009-06-03,291097.0,-0.1645656935993239,0.12966696259486152,0.9645856879322013,0.8156009852385975,-0.12956939798118128,0.8558246907388259,0.43824910596811373,0.025274031130496866,0.010618146794559774,-0.0710044715104654
2009-06-04,300816.0,-0.14841351058007776,0.1306176066869044,0.9342588160204245,0.7588326418807511,-0.11583451958868629,0.8416241157385246,0.4948905643316845,0.032842237188816625,0.016152183019246147,-0.05676834335784642
2009-06-05,310676.0,-0.14352471813238257,0.13001011902865667,0.9344172063500238,0.7510847313600021,-0.03947037874421844,0.8393921641839086,0.2914901698232242,0.03225178633422843,0.004888792447695189,-0.0077479105207489685
2009-06-06,329736.0,-0.15038923087563977,0.12648344472972878,0.964177402528083,0.810593929689206,-0.12494859072970532,0.8436719072227479,0.2979626125142538,0.059541765805098734,-0.006864512743257195,0.05950919832920387
2009-06-08,331951.0,-0.12174936901024883,0.13001480223447964,0.8877695804501267,0.6057972411590867,-0.0947522789611378,0.8356203174564921,0.5579799428228865,0.006695033372757564,0.028639861865390942,-0.20479668853011923
2009-06-09,323087.0,-0.09759647472054674,0.1336912471965191,0.7848226638645318,0.525821218433425,-0.06460318128458054,0.811162318508637,0.8200144233596524,-0.027065730862814164,0.02415289428970209,-0.07997602272566173
2009-06-10,322238.0,-0.1067747978419165,0.13163273136355008,0.8003152949062494,0.5902779932844667,-0.07153368707899865,0.8030896418175386,0.4902308231803822,-0.0026312338428837734,-0.009178323121369764,0.06445677485104173
2009-06-11,342001.0,-0.11903606406682396,0.1266249693012738,0.8693863468235473,0.6748927634714519,-0.08639226966045765,0.7974362648062433,0.575726386764951,0.059523258078122865,-0.01226126622490746,0.08461477018698516
2009-06-12,352889.0,-0.10212185137341817,0.12718158278796032,0.822354904800093,0.5923449016546279,-0.06951209866893704,0.7880665024979526,0.43859967298498964,0.03133989885727928,0.01691421269340579,-0.08254786181682394
2009-06-15,337478.0,-0.07619887429652862,0.13299095721475745,0.7149680868086216,0.46920095532153205,-0.03623127879259058,0.7583249871102709,0.7709598847924902,-0.044653236889464765,0.02592297707688955,-0.12314394633309589
2009-06-16,338551.0,-0.07789732184568557,0.13186731040108943,0.7392534655044587,0.47750265100383693,-0.03549537761159727,0.7403906649219764,0.6095950093191277,0.0031744226979846246,-0.0016984475491569478,0.008301695682304877
2009-06-17,373565.0,-0.07160446760996192,0.12756879087069045,0.6381459719192109,0.42570636970808295,0.0006601128809167189,0.712708631697295,0.49605021883741784,0.0984172731819033,0.0062928542357236494,-0.051796281295753976
2009-06-18,134536.0,-0.0809163968092384,0.11416078752054624,0.7582134149967295,0.5786034964619136,-0.02352173396500623,0.0,0.770239935779271,-1.0212601976621922,-0.00931192919927648,0.1528971267538306
2009-06-19,147959.0,-0.09451355982063447,0.10861698437122025,0.8573794091606458,0.6469968031684453,-0.03709588117763163,0.0,0.4715089991146196,0.09510338713756461,-0.013597163011396074,0.06839330670653176
2009-06-22,162465.0,-0.11043812535857613,0.10283052701039586,0.9183331794540363,0.7504816421998585,-0.08534806448611543,0.0,0.5466408149447574,0.09352738559779716,-0.01592456553794165,0.10348483903141314
2009-06-23,184433.0,-0.08923559024639975,0.09926659910582723,0.8229600993314645,0.6115825259037158,-0.03186300216055915,0.0,0.45074363047827665,0.12682365994071887,0.021202535112176374,-0.1388991162961427
2009-06-24,201393.0,-0.11498580011939452,0.09706949637998312,0.9262586087897792,0.7676185368905573,-0.05957292071572773,0.0,0.8180671622151713,0.08797196908082583,-0.02575020987299477,0.1560360109868415
2009-06-25,216753.0,-0.1220894950648794,0.09387760164971971,0.9498276840458956,0.8178387381028175,-0.07086367866749455,0.0,0.43592476228702715,0.07350023341796152,-0.0071036949454848786,0.05022020121226023
2009-06-26,225185.0,-0.12120092851988305,0.09290422094863407,0.9496769323001087,0.8126607012012346,-0.07171899077288679,0.0,0.38497235606279284,0.03816383019180769,0.000888566544996347,-0.005178036901582916
2009-06-29,242836.0,-0.10853612123137354,0.092316331547122,0.920431896423924,0.7409362697458367,-0.06120181813914549,0.0,0.4944942265561943,0.07546403178850092,0.012664807288509508,-0.07172443145539786
2009-06-30,252982.0,-0.11156089705290238,0.09101418526257675,0.9517317437604257,0.7947087144539928,-0.0671873833984229,0.0,0.38040255828477915,0.040932021575821764,-0.0030247758215288384,0.05377244470815612
2009-07-01,271536.0,-0.12309491155085273,0.08915595917737772,0.962745271345236,0.8287004301455424,-0.08800313726920783,0.8432767662483059,0.5477432090035944,0.07077638731746205,-0.011534014497950343,0.03399171569154957
2009-07-02,293917.0,-0.1272948217489289,0.0886087962146816,0.9736524256848021,0.8488178635465115,-0.1001165349087293,0.8481544109391427,0.4565812797490448,0.07920268728680568,-0.004199910198076168,0.020117433400969054
2009-07-03,315845.0,-0.12284014676429703,0.08758255008525692,0.9734110085643274,0.8350045117066915,-0.09982896750382564,0.853624404375564,0.385913976792414,0.07195417236450119,0.004454674984631868,-0.01381335183981991
2009-07-06,324492.0,-0.1189611310061047,0.08779297939685254,0.972794398629242,0.824679807206341,-0.09773214975841771,0.8498822775291841,0.2847527828112866,0.027009295607241413,0.003879015758192328,-0.010324704500350501
2009-07-07,342831.0,-0.12268571626645222,0.08784821201139542,0.9818890357056392,0.7813529114928347,-0.10650730728107194,0.8372084204753946,0.398237032240375,0.05497673184608587,-0.003724585260347524,-0.04332689571350634
2009-07-08,353507.0,-0.11458639568509693,0.08834884179561335,0.9675593411163004,0.7688900078357713,-0.10019885605281242,0.828263655316585,0.38870234535666903,0.03066567274722587,0.00809932058135529,-0.012462903657063373
2009-07-09,360840.0,-0.12015185898999961,0.09002953772573581,0.9687285223367698,0.8063518456933821,-0.11087137568944516,0.8179830395743266,0.45703635960536526,0.02053135966766817,-0.005565463304902679,0.037461837857610814
2009-07-10,378863.0,-0.11939752132038606,0.08975320399264287,0.9634036577865878,0.783393997302455,-0.1137187475073339,0.8115783277860334,0.2967827420465973,0.04874001537266359,0.0007543376696135529,-0.022957848390927182
2009-07-13,363195.0,-0.0923885570644644,0.09326428918917688,0.882203774831702,0.6655983700216137,-0.0812792268045972,0.7703244813392255,0.7188755351808257,-0.04223478204854558,0.027008964255921655,-0.11779562728084125
2009-07-14,376228.0,-0.1061076327397976,0.09087327910709427,0.9413972378451365,0.7213896892309982,-0.0360589269227235,0.754353742943109,0.39617731800929223,0.03525546248019218,-0.013719075675333203,0.055791319209384516
2009-07-15,407253.0,-0.11345343312803531,0.08986540264753284,0.9710327486844786,0.768316009949589,-0.0057281927996913895,0.7256226473469809,0.4474245739135132,0.07923927134477893,-0.007345800388237705,0.04692632071859082
2009-07-16,141445.0,-0.14195633104211342,0.11360548077422902,0.9556859556718159,0.8236629078440383,-0.1593292332197691,0.0,0.5485948601930078,-1.0575236649942816,-0.028502897914078104,0.05534689789444924
2009-07-17,157986.0,-0.14437740960938863,0.10973695868316066,0.9721810793361437,0.8886926689706683,-0.16800345643476344,0.0,0.3692352486929222,0.11059547256289903,-0.00242107856727522,0.06502976112663006
2009-07-20,175342.0,-0.1479854511366863,0.10663796891743564,0.9760411082341938,0.8678810553090531,-0.17853941425536757,0.0,0.40314357085011004,0.10423193099964578,-0.0036080415272976563,-0.020811613661615214
